,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited_C
9021,655,Germany,Female,61,2,183997.7,2,1,1,161217.18,No
9022,712,France,Male,23,2,0.0,2,0,1,66795.78,No
9023,663,France,Male,28,4,0.0,2,1,1,123969.64,No
9024,640,France,Female,47,6,89799.46,2,0,1,13783.77,Yes
9025,577,Spain,Male,29,2,0.0,1,1,1,168924.41,No
9026,546,Spain,Female,36,7,85660.96,1,0,0,134778.01,No
9027,802,Germany,Male,37,9,115569.21,1,0,1,119782.89,No
9028,590,France,Female,45,2,81828.22,1,1,0,52167.97,No
9029,594,Germany,Male,18,1,132694.73,1,1,0,167689.56,No
9030,577,Spain,Male,51,2,108867.0,1,0,0,140800.66,Yes
9031,541,France,Male,39,7,0.0,2,1,0,19823.02,No
9032,781,France,Female,27,5,0.0,2,0,0,72969.9,No
9033,806,Germany,Male,34,2,96152.68,2,1,0,143711.02,No
9034,723,Germany,Female,49,0,153855.52,1,1,1,180862.26,Yes
9035,535,France,Male,45,2,0.0,2,1,0,125658.28,No
9036,768,France,Female,36,3,141334.95,1,0,1,125870.5,No
9037,653,Germany,Male,41,1,104584.11,1,1,0,15126.32,Yes
9038,803,Germany,Female,50,8,98173.02,1,0,0,22457.25,Yes
9039,545,Spain,Female,44,1,0.0,2,1,1,82614.89,No
9040,581,Germany,Female,38,3,135157.05,1,1,1,32919.42,No
9041,513,Germany,Female,49,5,171601.27,1,1,0,126223.84,No
9042,731,France,Male,29,5,179539.2,1,0,0,112010.02,No
9043,727,Germany,Male,39,5,80615.46,2,0,0,180962.32,No
9044,560,Spain,Male,47,1,0.0,1,0,0,128882.66,Yes
9045,766,Germany,Male,27,5,126285.73,1,1,0,177614.17,Yes
9046,630,Germany,Female,23,4,137964.51,1,0,1,174570.55,No
9047,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,No
9048,729,Germany,Male,40,5,113574.61,2,1,0,103396.08,No
9049,629,France,Female,33,6,0.0,2,1,1,59129.72,No
9050,667,Germany,Male,33,9,124573.33,2,0,0,683.37,No
9051,671,Germany,Female,31,6,105864.6,2,1,0,145567.34,No
9052,768,Germany,Female,47,5,104552.61,1,1,0,48137.08,Yes
9053,732,France,Female,35,3,0.0,2,1,0,90876.95,No
9054,546,France,Female,30,5,0.0,2,0,1,198543.09,No
9055,630,France,Male,55,2,0.0,1,1,1,106202.07,Yes
9056,765,Germany,Female,46,8,119492.88,2,0,1,166896.01,Yes
9057,704,France,Female,33,0,130499.09,2,1,1,74804.36,No
9058,470,Spain,Female,48,6,140576.11,1,1,1,116971.05,No
9059,688,Germany,Female,34,9,91025.58,2,0,1,163783.0,No
9060,685,France,Female,33,1,0.0,3,0,1,70221.13,Yes
9061,567,France,Female,38,1,125877.65,2,1,1,107841.77,No
9062,720,Spain,Male,64,3,45752.78,2,1,0,79623.28,Yes
9063,609,France,Male,39,3,121778.71,1,1,1,138399.67,No
9064,521,Germany,Female,49,2,127948.57,1,1,1,182765.14,No
9065,556,France,Female,30,7,0.0,2,1,1,186648.19,No
9066,662,Germany,Male,30,5,115286.68,2,1,1,149587.92,No
9067,704,Germany,Male,41,9,62078.21,2,1,0,129050.67,No
9068,750,France,Female,38,1,0.0,2,1,0,47764.99,No
9069,619,Spain,Female,32,4,175406.13,2,1,1,172792.43,Yes
9070,468,Spain,Male,26,1,131643.25,1,1,0,64436.16,No
9071,435,Germany,Male,44,3,151739.65,1,1,0,167461.5,No
9072,529,France,Male,43,6,93616.35,2,0,0,98348.66,No
9073,702,Germany,Female,60,5,138597.54,2,1,1,41536.59,Yes
9074,608,France,Female,41,5,0.0,2,1,1,72462.25,No
9075,576,France,Male,40,9,0.0,2,1,0,112465.19,Yes
9076,666,France,Female,27,1,85225.21,1,0,1,64511.44,No
9077,730,France,Female,36,8,148749.29,2,1,0,91830.75,No
9078,647,Germany,Male,52,7,130013.12,1,1,1,190806.36,Yes
9079,516,Spain,Female,27,1,0.0,1,0,1,112311.15,No
9080,711,France,Female,81,6,0.0,2,1,1,72276.24,No
9081,736,France,Male,54,7,111729.47,2,0,1,84920.49,No
9082,768,France,Female,36,5,180169.44,2,1,0,17348.56,No
9083,427,Spain,Male,40,8,0.0,2,1,1,82870.75,No
9084,686,Spain,Female,47,6,0.0,1,1,0,32080.69,Yes
9085,690,France,Female,42,5,0.0,2,0,1,120512.08,No
9086,647,Spain,Female,29,2,0.0,2,1,0,179032.68,No
9087,714,France,Male,35,3,0.0,2,1,1,95623.28,No
9088,736,Germany,Female,36,8,103914.17,1,1,1,110035.88,Yes
9089,608,France,Female,34,4,88772.87,1,1,1,168822.01,No
9090,809,France,Female,39,5,0.0,1,1,0,77705.75,No
9091,745,France,Female,40,6,131184.67,1,1,1,49815.62,No
9092,781,France,Male,38,2,117810.79,1,0,1,65632.33,Yes
9093,527,France,Male,31,4,0.0,1,1,0,169361.89,No
9094,595,Germany,Female,32,0,92466.21,1,1,0,4721.3,No
9095,850,Germany,Female,38,2,102741.15,2,0,1,23974.85,No
9096,569,France,Male,37,9,178755.84,1,1,0,199929.17,No
9097,728,France,Male,43,7,0.0,2,1,0,40023.7,No
9098,473,Germany,Female,32,5,146602.25,2,1,1,72946.95,No
9099,738,France,Male,29,2,0.0,2,1,1,170421.13,No
9100,659,France,Male,35,6,0.0,2,1,1,58879.11,No
9101,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,No
9102,445,Germany,Female,61,2,137655.31,1,0,1,29909.84,No
9103,671,France,Female,29,3,0.0,2,1,0,158043.11,No
9104,656,Spain,Female,34,6,59877.33,1,1,0,14032.62,Yes
9105,658,France,Male,31,5,100082.14,1,0,1,49809.88,No
9106,698,Germany,Male,52,10,107304.39,3,1,0,28806.32,Yes
9107,655,Spain,Male,38,9,0.0,1,0,1,90490.33,No
9108,772,Spain,Male,41,10,96032.22,1,1,1,75825.57,No
9109,681,Spain,Male,33,10,0.0,1,0,0,158336.36,No
9110,688,Germany,Male,29,9,144553.5,2,1,0,143454.95,No
9111,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,No
9112,735,France,Male,73,9,0.0,1,1,1,114283.33,No
9113,521,Germany,Female,29,2,87212.8,1,1,1,994.86,No
9114,541,France,Male,36,5,0.0,2,1,0,124795.84,No
9115,612,Germany,Female,36,2,130700.92,2,0,0,77592.8,No
9116,562,France,Male,62,3,0.0,2,1,0,105986.01,No
9117,703,France,Female,32,6,0.0,2,0,0,33606.52,No
9118,710,Spain,Male,23,6,0.0,2,1,1,134188.11,No
9119,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,Yes
9120,703,Spain,Male,58,4,92930.92,1,0,1,85148.78,No
9121,618,France,Female,40,0,0.0,1,1,0,119059.13,No
9122,689,France,Female,29,1,77556.79,2,1,1,122998.26,No
9123,718,France,Male,33,7,102874.28,1,0,0,117841.06,No
9124,608,France,Male,37,5,146093.39,2,0,0,160593.41,No
9125,749,Spain,Male,34,2,0.0,1,0,0,174189.04,Yes
9126,753,Spain,Male,51,4,79811.72,2,0,1,68260.27,Yes
9127,630,Spain,Male,39,10,105473.74,1,0,0,58854.88,Yes
9128,693,Germany,Female,43,1,121927.92,1,1,0,87994.95,Yes
9129,838,Spain,Female,40,6,61671.19,1,0,1,150659.35,Yes
9130,756,Germany,Female,39,5,149363.12,2,1,1,109098.39,No
9131,775,France,Female,27,4,152309.37,1,1,0,104112.0,No
9132,635,France,Female,33,5,0.0,2,1,0,122949.71,No
9133,705,Spain,Male,36,1,111629.29,1,1,1,21807.16,No
9134,481,France,Male,40,3,0.0,1,1,1,32319.93,No
9135,727,Spain,Female,49,7,96296.78,1,1,0,190457.87,Yes
9136,595,France,Male,20,4,95830.43,1,1,0,177738.98,No
9137,535,France,Female,38,0,135919.33,1,1,0,80425.65,No
9138,578,France,Male,59,10,185966.64,1,0,0,9445.42,Yes
9139,597,France,Female,29,5,0.0,2,1,1,174825.57,No
9140,449,France,Female,21,7,0.0,2,0,0,175743.92,No
9141,850,Germany,Female,43,8,92244.83,2,1,0,54949.73,No
9142,494,France,Female,35,9,112727.06,2,1,0,183752.91,No
9143,676,France,Female,34,8,100359.54,1,0,0,46038.28,No
9144,818,Germany,Male,43,10,105301.5,1,1,1,78941.59,No
9145,712,Spain,Male,45,6,112994.65,1,0,0,198398.68,No
9146,672,Germany,Male,40,4,89025.88,2,1,0,188892.19,No
9147,636,France,Male,35,9,95478.17,1,0,0,169286.74,No
9148,698,France,Male,37,8,0.0,2,0,0,145004.39,No
9149,597,Germany,Female,43,7,119127.46,2,1,0,55809.92,No
9150,717,France,Male,28,4,128206.79,1,1,1,54272.12,No
9151,614,France,Male,49,1,0.0,2,1,0,192440.54,No
9152,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,No
9153,507,Germany,Male,36,9,118214.32,3,1,0,119110.03,Yes
9154,581,France,Female,27,5,102258.11,2,1,0,194681.6,No
9155,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,No
9156,504,Spain,Female,46,2,163764.84,1,1,1,165122.55,Yes
9157,737,France,Female,32,7,128551.36,2,0,1,189402.71,No
9158,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,No
9159,609,France,Male,32,7,118520.41,1,0,0,3815.48,No
9160,778,France,Male,24,4,0.0,2,1,1,162809.2,No
9161,621,France,Male,40,10,163823.37,1,0,0,89519.47,No
9162,665,Germany,Male,63,7,104469.58,1,1,1,25165.36,Yes
9163,608,France,Female,47,6,0.0,1,1,1,126012.57,No
9164,680,Spain,Male,36,7,0.0,2,1,0,20109.21,No
9165,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,No
9166,627,Germany,Female,35,2,137852.96,1,1,1,172269.21,Yes
9167,607,France,Male,26,1,0.0,1,1,0,29818.2,No
9168,681,France,Female,43,8,154100.3,1,0,0,114659.81,No
9169,766,France,Female,45,6,0.0,2,0,0,147184.74,No
9170,694,France,Male,30,2,0.0,3,0,1,15039.41,No
9171,411,France,Female,54,9,0.0,1,0,1,76621.49,No
9172,742,France,Male,39,8,140004.96,1,1,1,92985.78,No
9173,673,Spain,Male,43,8,127132.96,1,0,1,6009.27,Yes
9174,529,France,Male,61,1,0.0,2,1,1,191370.97,No
9175,519,France,Female,38,7,125328.56,1,1,0,188225.67,No
9176,573,France,Male,35,9,0.0,2,1,0,11743.89,No
9177,453,Germany,Female,28,3,139986.65,1,1,0,136846.75,No
9178,798,Germany,Female,39,6,119787.76,1,1,1,164248.33,No
9179,693,Spain,Female,34,10,107556.06,2,0,0,154631.35,No
9180,637,France,Female,44,2,0.0,2,1,0,149665.65,No
9181,672,France,Male,47,1,0.0,1,0,0,91574.92,No
9182,597,France,Female,28,0,142705.95,1,1,0,127233.39,No
9183,543,France,Male,42,7,0.0,1,1,1,56650.47,No
9184,695,Spain,Female,56,4,0.0,2,1,0,84644.76,No
9185,584,France,Male,35,6,161613.94,2,1,1,148238.16,No
9186,652,Germany,Female,58,3,116353.2,2,0,1,193502.9,No
9187,601,France,Male,38,4,60013.81,1,1,1,38020.05,No
9188,628,Spain,Male,28,4,0.0,2,1,1,176750.81,No
9189,607,Germany,Male,32,9,144272.07,2,1,0,176580.63,No
9190,646,France,Female,46,8,0.0,2,1,0,133059.15,No
9191,572,France,Male,30,6,117696.67,1,1,0,100843.82,No
9192,801,Spain,Male,58,1,79954.61,2,1,1,30484.19,No
9193,597,France,Female,26,8,149989.39,1,1,0,42330.58,No
9194,613,France,Male,40,7,124339.9,1,0,0,193309.58,No
9195,529,Germany,Male,29,4,135759.4,1,0,0,112813.79,Yes
9196,794,Spain,Female,37,9,0.0,2,1,0,68008.85,No
9197,557,France,Male,34,3,83074.0,1,1,0,132673.22,No
9198,499,France,Female,28,4,141792.61,1,1,1,22001.91,No
9199,544,France,Female,26,6,0.0,1,1,0,100200.4,Yes
9200,739,France,Female,30,6,0.0,1,0,0,122604.44,No
9201,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,No
9202,528,France,Male,31,9,120962.59,1,1,0,5419.31,No
9203,773,Spain,Male,51,4,0.0,2,0,0,123587.83,Yes
9204,646,France,Female,30,5,0.0,2,1,0,13935.32,No
9205,564,France,Male,31,0,110527.17,1,1,1,87060.77,No
9206,624,Germany,Female,52,0,133723.43,1,0,0,4859.59,Yes
9207,682,France,Female,52,5,112670.48,1,1,0,21085.17,Yes
9208,726,France,Female,44,2,0.0,2,1,1,26733.86,No
9209,560,France,Male,24,1,116084.32,1,1,0,89734.7,No
9210,382,Spain,Male,36,0,0.0,1,1,1,179540.73,Yes
9211,457,Spain,Female,38,6,0.0,2,1,0,173219.09,No
9212,673,France,Female,37,10,0.0,2,1,1,37411.35,No
9213,584,France,Female,40,4,82441.75,1,0,0,80852.11,No
9214,629,France,Female,39,10,0.0,2,1,1,43174.49,Yes
9215,584,Germany,Female,37,10,134171.8,4,1,1,70927.11,Yes
9216,724,France,Male,30,10,0.0,2,1,1,54265.55,No
9217,644,France,Male,31,5,0.0,2,1,1,41872.17,No
9218,676,Germany,Female,48,2,124442.38,1,1,0,15068.53,Yes
9219,499,France,Male,31,4,0.0,1,1,0,25950.49,No
9220,598,France,Male,60,4,0.0,1,1,0,197727.14,Yes
9221,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,Yes
9222,559,France,Male,28,3,141099.43,1,1,1,15607.27,No
9223,543,France,Female,67,0,128843.67,1,1,1,134612.48,No
9224,679,France,Male,39,0,86843.61,1,0,1,159830.58,No
9225,594,Germany,Female,32,4,120074.97,2,1,1,162961.79,No
9226,586,France,Male,27,5,130231.8,2,1,1,192427.16,No
9227,776,France,Female,31,5,0.0,2,1,0,92647.94,No
9228,699,France,Male,39,2,109724.38,1,1,1,180022.39,No
9229,847,Germany,Female,35,5,111743.43,1,1,1,183584.14,No
9230,582,Germany,Male,35,8,121309.17,2,1,1,28750.67,No
9231,648,France,Male,38,10,82697.28,1,1,0,74846.67,No
9232,618,France,Female,49,9,44301.43,3,1,1,89729.3,Yes
9233,543,France,Female,31,4,138317.94,1,0,0,61843.73,No
9234,642,Germany,Male,49,4,120688.61,1,1,0,24770.22,Yes
9235,462,France,Male,27,4,176913.52,1,1,0,80587.27,No
9236,640,Spain,Male,47,6,89047.14,1,1,0,116286.25,No
9237,740,Germany,Male,40,4,114318.78,2,1,0,129333.69,Yes
9238,773,France,Female,50,4,0.0,2,1,0,129372.94,No
9239,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,No
9240,589,Spain,Female,46,10,0.0,2,0,1,168369.37,No
9241,509,France,Male,35,8,0.0,2,0,1,67431.28,No
9242,612,Germany,Male,32,9,106520.73,2,1,0,177092.16,No
9243,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,No
9244,546,Germany,Female,25,3,132837.7,1,1,0,131647.31,No
9245,681,France,Female,41,0,120549.29,2,1,0,175722.31,No
9246,762,France,Male,20,1,139432.55,1,1,1,85606.83,No
9247,786,Spain,Male,29,7,80895.44,2,1,0,64945.57,No
9248,629,Spain,Male,34,6,0.0,2,1,0,190347.72,No
9249,787,Spain,Female,39,7,171646.76,1,0,1,100791.36,No
9250,713,Spain,Male,42,0,109121.71,1,0,1,167873.49,No
9251,541,France,Female,39,6,109844.81,1,1,0,25289.23,No
9252,451,France,Female,31,7,140931.82,1,0,1,20388.77,No
9253,644,Spain,Male,49,10,0.0,2,1,1,145089.64,No
9254,686,France,Male,32,6,0.0,2,1,1,179093.26,No
9255,847,Germany,Female,41,3,101543.51,4,1,0,16025.17,Yes
9256,765,Germany,Male,37,7,102708.77,1,1,0,9087.81,No
9257,678,Germany,Female,37,8,149000.91,2,1,1,21472.42,No
9258,539,France,Male,20,0,83459.86,1,1,1,146752.67,No
9259,800,France,Female,40,3,75893.11,2,1,0,132562.23,No
9260,799,Germany,Female,39,7,167395.6,2,0,1,139537.43,No
9261,629,France,Female,61,6,0.0,2,1,1,133672.61,No
9262,734,Germany,Female,52,6,71283.09,2,0,1,38984.37,No
9263,542,France,Female,31,3,0.0,2,1,1,115217.59,No
9264,414,Spain,Male,60,3,0.0,2,1,1,93844.82,No
9265,675,France,Female,38,1,104016.88,1,0,0,22068.83,Yes
9266,683,France,Female,38,5,127616.56,1,1,0,123846.07,No
9267,748,France,Male,32,5,154737.88,2,1,1,172638.13,No
9268,596,Spain,Male,29,2,0.0,2,1,1,1591.19,No
9269,642,France,Male,35,4,125476.31,1,1,1,91775.51,No
9270,499,France,Female,21,3,176511.08,1,1,1,153920.22,No
9271,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,No
9272,739,France,Male,42,2,141642.92,2,1,0,172149.76,No
9273,616,France,Male,31,1,0.0,2,1,1,54706.75,No
9274,560,Spain,Female,33,9,0.0,1,0,1,183358.21,No
9275,427,Germany,Male,42,1,75681.52,1,1,1,57098.0,No
9276,435,France,Male,54,3,0.0,1,1,0,156910.46,Yes
9277,633,France,Male,29,7,0.0,1,1,1,130224.73,No
9278,443,France,Male,35,6,161111.45,1,0,0,13946.66,No
9279,727,France,Male,62,5,0.0,2,0,1,38652.96,No
9280,674,France,Female,45,6,72494.69,1,0,1,140041.78,No
9281,661,France,Female,31,3,133964.3,1,1,1,166187.1,No
9282,619,Spain,Male,34,1,0.0,1,1,0,139919.38,No
9283,562,France,Female,27,3,0.0,2,1,0,28137.03,No
9284,633,France,Male,61,3,157201.48,1,0,1,50368.63,No
9285,551,Spain,Female,48,5,95679.29,1,0,0,94978.1,No
9286,720,Germany,Female,29,7,106230.92,1,1,1,69903.93,Yes
9287,688,France,Female,32,5,0.0,2,0,1,177607.77,No
9288,635,Germany,Female,36,9,81231.85,2,1,0,196731.08,No
9289,561,France,Female,31,1,81480.27,2,1,1,65234.6,No
9290,850,France,Male,33,8,73059.38,1,1,1,186281.0,No
9291,636,France,Male,36,5,117559.05,2,1,1,111573.3,No
9292,461,Germany,Female,74,1,186445.31,2,1,1,196767.83,No
9293,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,No
9294,713,France,Male,36,8,133889.35,1,1,1,143265.65,No
9295,658,Germany,Female,45,9,134562.8,1,1,1,159268.67,No
9296,586,Germany,Female,56,9,100781.75,2,1,1,54448.41,No
9297,737,France,Male,30,8,174356.13,1,0,0,31928.5,No
9298,742,Germany,Male,27,5,190125.43,2,0,0,21793.59,No
9299,824,France,Male,26,7,146266.0,1,1,0,21903.62,Yes
9300,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,No
9301,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,No
9302,744,France,Male,36,10,0.0,2,1,1,182867.84,No
9303,698,Spain,Female,38,1,171848.38,1,0,0,16957.45,No
9304,616,France,Male,40,9,0.0,2,0,0,93717.55,No
9305,662,France,Female,39,5,139562.05,2,1,0,61636.22,No
9306,594,France,Male,37,2,0.0,2,0,1,95864.5,No
9307,685,France,Male,40,2,168001.34,2,1,1,167400.29,No
9308,742,France,Male,27,0,0.0,2,0,1,131534.96,No
9309,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,No
9310,651,Spain,Male,47,2,0.0,2,1,1,119808.64,No
9311,585,Germany,Male,50,2,125845.66,1,1,0,9439.31,Yes
9312,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,No
9313,722,Germany,Female,37,0,125977.81,1,0,0,160162.42,No
9314,613,Germany,Female,51,7,147262.11,1,1,1,53630.9,Yes
9315,694,France,Male,42,8,133767.19,1,1,0,36405.21,No
9316,550,Germany,Male,49,0,108806.96,3,1,0,61446.92,Yes
9317,741,France,Male,42,6,106036.52,1,1,0,194686.78,Yes
9318,668,Spain,Female,69,9,0.0,1,0,1,134483.07,No
9319,529,France,Female,27,1,0.0,2,1,1,37769.98,No
9320,636,France,Male,31,6,0.0,2,1,1,2382.61,No
9321,563,Spain,Male,61,1,82182.1,1,1,0,106826.92,Yes
9322,767,France,Female,35,9,0.0,2,1,0,39511.61,No
9323,644,France,Male,50,9,76817.0,4,1,0,196371.13,Yes
9324,780,Germany,Male,71,9,142550.25,2,1,1,122506.78,No
9325,635,Spain,Female,41,10,0.0,2,1,1,61994.2,No
9326,641,Germany,Male,35,2,103711.56,1,0,1,192464.21,Yes
9327,593,Spain,Female,40,2,0.0,1,1,1,5194.95,No
9328,540,Germany,Female,35,7,128369.75,2,1,0,198256.15,No
9329,663,Spain,Male,35,5,0.0,2,1,1,62634.94,No
9330,630,France,Male,34,9,0.0,2,1,1,114006.35,No
9331,605,Germany,Male,19,8,166133.28,1,1,1,107994.99,No
9332,710,Germany,Female,62,9,148214.36,1,1,0,48571.14,Yes
9333,755,France,Female,78,5,121206.96,1,1,1,76016.49,No
9334,641,Spain,Male,25,10,0.0,2,1,1,180808.39,No
9335,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,No
9336,695,France,Male,49,9,159458.53,1,1,0,135841.35,No
9337,466,Germany,Female,47,5,102085.72,1,1,1,183536.24,Yes
9338,558,Germany,Male,58,2,142537.18,1,1,1,88791.83,No
9339,665,Spain,Male,29,1,182781.74,2,1,1,63732.9,No
9340,737,France,Male,45,10,0.0,2,1,0,1364.54,No
9341,654,France,Male,29,7,0.0,2,1,1,149184.15,No
9342,619,France,Female,28,3,0.0,2,1,0,53394.12,No
9343,845,Germany,Female,43,3,152063.59,2,1,0,97910.06,No
9344,727,France,Female,28,2,110997.76,1,1,0,101433.76,No
9345,582,France,Male,50,2,148942.0,1,1,1,116944.3,No
9346,716,France,Male,41,9,0.0,1,1,1,113267.48,No
9347,660,Spain,Female,36,0,84438.57,1,1,1,181449.51,No
9348,664,France,Female,34,7,93920.47,1,0,0,179913.98,No
9349,801,France,Male,43,4,158713.08,2,0,0,98586.14,No
9350,615,Spain,Male,42,4,0.0,3,0,1,120321.09,No
9351,718,Germany,Male,63,7,123204.88,1,1,1,100538.8,No
9352,667,France,Male,40,8,72945.29,2,1,0,98931.5,No
9353,670,Spain,Male,37,0,178742.71,1,1,1,194493.57,No
9354,590,France,Male,43,8,0.0,2,1,1,143628.31,No
9355,739,Spain,Female,40,8,0.0,1,1,0,167030.51,No
9356,373,France,Male,42,7,0.0,1,1,0,77786.37,Yes
9357,418,France,Female,46,9,0.0,1,1,1,81014.5,Yes
9358,837,France,Female,29,9,0.0,2,1,1,41866.26,No
9359,645,Germany,Male,43,9,140121.17,1,1,0,11302.7,Yes
9360,552,Germany,Male,39,2,132906.88,1,0,1,149384.43,No
9361,580,Germany,Male,45,2,179334.83,2,1,1,169303.65,No
9362,684,France,Male,35,3,137179.39,1,1,1,37264.11,No
9363,634,Spain,Male,35,3,0.0,2,1,1,19515.48,No
9364,607,France,Female,49,9,119960.29,2,1,0,103068.22,No
9365,802,France,Male,29,9,127414.55,1,1,1,134459.12,No
9366,736,France,Female,36,6,0.0,1,1,0,70496.66,No
9367,629,France,Female,40,9,137409.19,1,1,0,175877.7,Yes
9368,737,France,Male,28,8,0.0,2,1,0,106390.01,No
9369,718,Spain,Female,39,2,0.0,1,1,1,52138.49,No
9370,561,France,Male,43,4,0.0,4,0,0,18522.91,Yes
9371,641,France,Male,31,9,112494.99,1,1,1,32231.6,No
9372,677,France,Male,30,1,78133.15,1,0,1,174225.88,No
9373,641,Spain,Female,36,1,0.0,2,1,0,102021.39,No
9374,658,Spain,Female,32,5,145553.07,1,1,1,31484.76,No
9375,659,Germany,Male,48,4,123593.22,2,1,0,82469.06,Yes
9376,567,France,Female,47,2,0.0,1,0,0,110900.43,Yes
9377,584,France,Female,26,0,146286.22,1,1,0,105105.35,No
9378,709,Spain,Female,35,1,111827.27,2,1,0,12674.68,No
9379,690,Spain,Female,26,2,0.0,2,1,1,93255.85,No
9380,627,France,Male,70,1,94416.78,1,0,1,145299.5,No
9381,765,Spain,Male,45,2,91549.78,1,1,1,47139.44,No
9382,645,France,Female,38,7,59568.57,1,1,1,167723.25,No
9383,716,France,Female,23,2,94464.81,2,0,1,185900.88,No
9384,771,France,Female,57,4,0.0,1,0,0,85876.67,Yes
9385,687,Germany,Male,44,8,95368.14,2,1,1,1787.85,No
9386,717,Germany,Female,33,10,102185.42,2,1,0,23231.93,No
9387,524,France,Male,32,1,144875.71,1,0,0,187740.04,No
9388,679,Spain,Male,39,5,0.0,2,1,1,100060.54,No
9389,538,France,Female,32,2,0.0,1,1,1,80130.54,No
9390,752,Germany,Female,37,5,113291.05,2,1,1,132467.54,No
9391,846,Spain,Male,61,0,0.0,2,1,1,96202.44,No
9392,532,Spain,Female,39,0,0.0,2,1,0,94977.3,No
9393,670,Germany,Male,43,9,111677.88,1,1,0,178827.3,Yes
9394,597,Germany,Female,35,8,131101.04,1,1,1,192852.67,No
9395,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,No
9396,700,Spain,Female,40,2,0.0,2,1,0,199753.97,No
9397,766,France,Female,52,7,92510.9,2,0,1,66193.61,No
9398,488,France,Female,34,2,0.0,2,1,1,181270.84,No
9399,694,France,Male,39,5,77652.4,1,1,1,25407.59,No
9400,639,France,Female,31,3,98360.03,1,0,0,20973.8,No
9401,705,Germany,Female,46,4,115518.07,1,0,0,76544.9,Yes
9402,810,Germany,Male,69,3,27288.43,1,1,1,110509.9,No
9403,638,France,Female,36,6,0.0,1,1,0,164247.51,No
9404,595,Spain,Female,43,5,0.0,2,0,0,105149.8,No
9405,575,France,Male,36,7,0.0,1,1,1,55868.97,Yes
9406,850,France,Male,31,6,131996.66,2,1,1,178747.43,No
9407,419,Spain,Female,27,2,121580.42,1,0,1,134720.51,No
9408,640,France,Male,55,10,132436.34,1,1,0,978.66,No
9409,570,Spain,Male,34,10,0.0,2,0,1,183387.12,No
9410,640,Germany,Female,46,5,107978.4,2,1,0,155876.06,No
9411,689,Germany,Female,40,4,78119.59,4,1,0,119259.34,Yes
9412,725,France,Male,26,6,98684.15,1,0,0,133720.57,No
9413,751,France,Female,44,10,0.0,2,1,0,170634.49,No
9414,544,Spain,Female,53,9,0.0,1,1,0,125692.07,Yes
9415,768,Germany,Female,43,2,129264.05,2,0,0,19150.14,No
9416,648,Germany,Male,37,6,131753.41,1,1,0,86894.67,No
9417,577,Spain,Female,33,6,0.0,2,1,0,57975.8,No
9418,639,Spain,Female,27,2,0.0,1,1,1,82938.99,No
9419,686,Germany,Male,26,1,57422.62,1,1,1,79189.4,No
9420,657,France,Female,28,7,0.0,2,0,1,5177.62,No
9421,613,France,Male,34,5,144094.2,1,1,0,44510.26,No
9422,701,France,Male,33,9,147510.34,1,1,0,190611.92,No
9423,578,Spain,Female,28,8,161592.76,1,1,0,177834.79,No
9424,689,France,Female,40,1,0.0,2,1,1,119446.64,No
9425,687,Spain,Female,72,4,0.0,2,1,1,50267.69,No
9426,499,Spain,Female,53,1,75225.53,2,0,0,144849.1,Yes
9427,693,Spain,Female,39,0,0.0,2,0,0,81901.6,No
9428,737,France,Female,70,9,87542.89,2,1,1,42576.86,No
9429,651,France,Female,32,8,144581.96,1,1,1,87609.5,No
9430,753,France,Male,33,5,122568.05,2,1,1,82820.85,No
9431,523,Spain,Female,24,5,172231.93,1,0,1,155144.12,No
9432,458,Germany,Female,28,2,171932.26,2,1,1,9578.24,No
9433,643,France,Male,39,7,0.0,2,1,1,170392.59,No
9434,638,Spain,Female,34,7,0.0,2,0,0,3946.29,No
9435,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,No
9436,684,France,Male,38,4,0.0,3,1,0,75609.84,No
9437,670,France,Female,27,5,79336.61,1,1,1,26170.08,No
9438,701,Germany,Male,63,3,120916.52,3,0,0,144727.45,Yes
9439,705,France,Female,31,3,142905.51,1,1,1,58134.97,No
9440,593,Spain,Male,27,10,0.0,3,0,0,94620.0,Yes
9441,651,France,Female,33,1,96834.78,1,1,0,108764.69,No
9442,741,France,Male,37,9,105261.76,2,1,1,149503.54,No
